level,fullTitleVi,fullTitleEn,2017_1,2017_2,2017_3,2017_4,2018_1,2018_2,2018_3,2018_4,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4,2025_1,2025_2,2025_3
2,Tiền thuế thu nhập thực nộp trong kỳ,Payments for corporate income tax,-307198000000.0,-156781000000.0,-283052000000.0,-287498000000.0,-850636000000.0,-319364000000.0,-358451000000.0,-612307000000.0,-908222000000.0,-517741000000.0,-333212000000.0,-919744000000.0,-849614000000.0,-32225000000.0,-611851000000.0,-1388211000000.0,-1275402000000.0,-157037000000.0,-827057000000.0,-2570415000000.0,-1211307000000.0,-893780000000.0,-184409000000.0,-11898000000.0,-4099311000000.0,-185489000000.0,-654684000000.0,-109452000000.0,-3659936000000.0,-266835000000.0,-104524000000.0,-58026000000.0,-5409700000000.0,-775924000000.0,-970902000000.0
1,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Operating profit/(loss) before changes in Working Capital,1388060000000.0,1651043000000.0,1793357000000.0,6135059000000.0,957757000000.0,2948562000000.0,2594128000000.0,3332796000000.0,2950197000000.0,3558892000000.0,2978841000000.0,3519979000000.0,2172677000000.0,5488218000000.0,4559331000000.0,5411007000000.0,4351682000000.0,6477851000000.0,6337573000000.0,5871991000000.0,4870010000000.0,7410004000000.0,8524608000000.0,8208947000000.0,3045078000000.0,5698260000000.0,7336195000000.0,8859283000000.0,1342520000000.0,8016234000000.0,9401189000000.0,12277494000000.0,1088680000000.0,8240200000000.0,9640762000000.0
1,Tiền gửi tại NHNN,(Increase)/decrease in compulsory reserves with the SBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Tăng/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Increase/(decrease) in placements with and loans to other credit institutions,3886651000000.0,-4292001000000.0,1513312000000.0,-2198757000000.0,-1043807000000.0,1592735000000.0,-2683634000000.0,4601229000000.0,-881179000000.0,2398465000000.0,-4479060000000.0,5090304000000.0,4612825000000.0,-4644914000000.0,4809370000000.0,-3375900000000.0,-7959602000000.0,-4728250000000.0,-6274495000000.0,-4491926000000.0,16659994000000.0,-907995000000.0,7438901000000.0,-4699914000000.0,2802493000000.0,1009752000000.0,1903578000000.0,-18003681000000.0,6572421000000.0,5005248000000.0,2121848000000.0,-977593000000.0,95062000000.0,673400000000.0,-6079069000000.0
2,Tăng/giảm các khoản về kinh doanh chứng khoán,Increase/(decrease) in trading securities,-1817778000000.0,420552000000.0,2804262000000.0,-4744649000000.0,1208146000000.0,621781000000.0,-12694115000000.0,-25071363000000.0,897706000000.0,-10330607000000.0,20013100000000.0,7450674000000.0,-5242768000000.0,2533457000000.0,-25685477000000.0,12389497000000.0,572692000000.0,-4034141000000.0,-4096849000000.0,-3245777000000.0,-20137903000000.0,27734552000000.0,2030026000000.0,4293840000000.0,-5895205000000.0,-13592918000000.0,-14814895000000.0,14720602000000.0,4866635000000.0,3749561000000.0,-6387413000000.0,-33856012000000.0,13805189000000.0,-16447433000000.0,3431116000000.0
2,Tăng/giảm các công cụ tài chính phái sinh và các tài sản tài chính khác,Increase/(decrease) in derivatives and other financial assets,-36722000000.0,-23326000000.0,-21512000000.0,45268000000.0,-77603000000.0,113895000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51840000000.0,26638000000.0,-268566000000.0,-45188000000.0,277717000000.0,-182491000000.0,243730000000.0,0.0,-221603000000.0,-1079667000000.0,1157659000000.0,-585638000000.0,558892000000.0,-98880000000.0,269237000000.0,0.0,0.0,0.0
2,Tăng/giảm các khoản cho vay khách hàng,Increase/(decrease) in loans and advances to customers,4869334000000.0,5862329000000.0,-5488290000000.0,-23476406000000.0,-3099317000000.0,-2752067000000.0,-238429000000.0,6996802000000.0,-3896218000000.0,-21596730000000.0,-19884867000000.0,-25484995000000.0,-1219045000000.0,355285000000.0,950081000000.0,-46808909000000.0,-18765598000000.0,-17223778000000.0,-7528025000000.0,-26299228000000.0,-18401392000000.0,-26081166000000.0,-18722052000000.0,-9977851000000.0,-44901640000000.0,-1120872000000.0,-9059372000000.0,-43035979000000.0,-40635317000000.0,-32806386000000.0,-34207506000000.0,-5434187000000.0,-31967902000000.0,-46620144000000.0,-56396919000000.0
2,"(Tăng)/Giảm lãi, phí phải thu",(Increase)/decrease in interest receivable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Tăng/giảm nguồn dự phòng để bù đắp tổn thất các khoản,Increase/(decrease) in provision for loan losses,-783100000000.0,-2828772000000.0,-70888000000.0,-1096936000000.0,-1131589000000.0,0.0,-1094762000000.0,-326853000000.0,-71000000.0,-90853000000.0,0.0,-166021000000.0,-693407000000.0,-1053270000000.0,-1372607000000.0,-244286000000.0,-267577000000.0,-156940000000.0,-97030000000.0,-105100000000.0,-104430000000.0,-103314000000.0,-151515000000.0,-323747000000.0,-151337000000.0,-283613000000.0,-699855000000.0,-1533072000000.0,-965227000000.0,-1010242000000.0,-206580000000.0,-488732000000.0,-525500000000.0,-214319000000.0,-372588000000.0
2,Tăng/giảm khác về tài sản hoạt động,Increase/(decrease) in other operating assets,545482000000.0,-1084680000000.0,-831922000000.0,-1101761000000.0,1354026000000.0,-1237058000000.0,-1804546000000.0,-1514548000000.0,3458050000000.0,-1743543000000.0,-2925472000000.0,-3459802000000.0,-1976608000000.0,-4245587000000.0,2244492000000.0,-2267983000000.0,-4721763000000.0,-4964126000000.0,-2116805000000.0,-3837018000000.0,-39872000000.0,-13144689000000.0,-22406127000000.0,-438925000000.0,1302793000000.0,2107045000000.0,-4006025000000.0,-8721092000000.0,8343567000000.0,2026060000000.0,16936573000000.0,7395609000000.0,-3646841000000.0,5921853000000.0,-3344188000000.0
1,Những thay đổi về công nợ hoạt động,(Increase)/decrease in operating liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Tăng/(Giảm) các khoản nợ chính phủ và NHNN,Increase/(decrease) in Loans from the State and SBV,-1016197000000.0,568227000000.0,1000000000000.0,-1000000000000.0,0.0,0.0,0.0,3024907000000.0,-3325995000000.0,363825000000.0,-1062737000000.0,0.0,1003839000000.0,-1003839000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Tăng/(Giảm) các khoản tiền gửi và vay các TCTD khác,Increase/(decrease) in placements and Loans from other credit institutions,-8556371000000.0,3964818000000.0,7173259000000.0,18268610000000.0,-20922854000000.0,12305331000000.0,1865123000000.0,-3145865000000.0,2217229000000.0,18320143000000.0,1894660000000.0,2409043000000.0,1659224000000.0,-19348239000000.0,-1118271000000.0,5025463000000.0,11534036000000.0,31623327000000.0,-293894000000.0,22110410000000.0,25540184000000.0,3201989000000.0,37951524000000.0,-11589419000000.0,-16368851000000.0,2431532000000.0,5636844000000.0,-6089492000000.0,19719745000000.0,-18280331000000.0,-16150142000000.0,-6223186000000.0,3074617000000.0,1750598000000.0,9579576000000.0
2,Tăng/(Giảm) tiền gửi của khách hàng,Increase/(decrease) in deposits from customers,5174098000000.0,-6520249000000.0,-5867935000000.0,4735990000000.0,11419720000000.0,4892656000000.0,7299923000000.0,8888324000000.0,6563680000000.0,12284291000000.0,-1607942000000.0,10642080000000.0,3802031000000.0,14758477000000.0,2715210000000.0,24886172000000.0,9988964000000.0,1887435000000.0,27056479000000.0,-1638162000000.0,14383835000000.0,-7501292000000.0,-2711292000000.0,39486993000000.0,29007891000000.0,-5336683000000.0,27011324000000.0,45566767000000.0,4318705000000.0,23291005000000.0,12703939000000.0,38429322000000.0,-1702450000000.0,13424332000000.0,50002432000000.0
2,Tăng/(Giảm) phát hành giấy tờ có giá,Increase/(decrease) in valuable papers issued,-9340000000.0,-93371000000.0,1175006000000.0,6286956000000.0,2434093000000.0,30233000000.0,-164231000000.0,-4062106000000.0,-312075000000.0,-223727000000.0,2846453000000.0,5172024000000.0,11468000000.0,5932380000000.0,-619635000000.0,5272506000000.0,-1864200000000.0,1642225000000.0,6325015000000.0,-322856000000.0,-949138000000.0,4391697000000.0,5735700000000.0,-8151464000000.0,12722474000000.0,8228642000000.0,6867486000000.0,22878079000000.0,9073498000000.0,18208485000000.0,14076026000000.0,14361012000000.0,7510749000000.0,24404572000000.0,9404879000000.0
2,"Tăng/(Giảm) vốn tài trợ, uỷ thác đầu tư của chính phủ và các TCTD khác","Increase/(decrease) in funds received from Gov, international and other institutions",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,Increase/(decrease) in derivatives and other financial liabilities,-67892000000.0,0.0,0.0,0.0,0.0,67057000000.0,315615000000.0,-72359000000.0,80952000000.0,-22650000000.0,-62616000000.0,128009000000.0,-48543000000.0,-20767000000.0,61209000000.0,-158981000000.0,-190270000000.0,-76656000000.0,0.0,0.0,0.0,0.0,0.0,1851213000000.0,-876875000000.0,-974338000000.0,0.0,0.0,0.0,0.0,0.0,931231000000.0,-242695000000.0,404323000000.0,619294000000.0
2,"Tăng/(Giảm) lãi, phí phải trả",Increase/(decrease) in accrued interest expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Tăng/(Giảm) khác về công nợ hoạt động,Increase/(decrease) in other operating liabilities,808873000000.0,700811000000.0,-316305000000.0,-346877000000.0,738013000000.0,950941000000.0,795413000000.0,2047088000000.0,-1498791000000.0,801365000000.0,3094613000000.0,-3341908000000.0,-197654000000.0,-25001000000.0,1252371000000.0,-607444000000.0,367399000000.0,810084000000.0,-1359150000000.0,2903688000000.0,2631912000000.0,706941000000.0,-1557268000000.0,227484000000.0,-2559713000000.0,-424659000000.0,3052160000000.0,-1536200000000.0,991875000000.0,-2771133000000.0,126015000000.0,-1650307000000.0,1496282000000.0,691408000000.0,3148007000000.0
2,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thuế thu nhập DN,Net cash flows from operating activities before CIT,4385098000000.0,-1674619000000.0,2862344000000.0,1506497000000.0,-8163415000000.0,19534066000000.0,-5809515000000.0,-5301948000000.0,6253485000000.0,3718871000000.0,804973000000.0,1959387000000.0,3884039000000.0,-1273800000000.0,-12203926000000.0,-478858000000.0,-6954237000000.0,11205191000000.0,17979457000000.0,-9322544000000.0,24408012000000.0,-4015556000000.0,15950014000000.0,19130887000000.0,-21872892000000.0,-2479455000000.0,22147773000000.0,14262874000000.0,13042784000000.0,5987393000000.0,-1684931000000.0,25033888000000.0,-11014809000000.0,-7771210000000.0,19633302000000.0
2,Thuế thu nhập doanh nghiệp đã trả,Corporate income tax paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Chi từ các quỹ của TCTD,Payment from reserves,0.0,-24000000.0,0.0,-239000000.0,0.0,0.0,0.0,-59000000.0,-27000000.0,-2041000000.0,-7609000000.0,-236000000.0,-5000000.0,-19000000.0,-473000000.0,-118000000.0,-41000000.0,-77000000.0,-5224000000.0,-5407000000.0,-237000000.0,-4108000000.0,-101000000.0,-410000000.0,-1845000000.0,-548000000.0,-439000000.0,-2181000000.0,-209000000.0,-1759000000.0,-390000000.0,-221000000.0,-467000000.0,-2000000.0,-287000000.0
2,Thu được từ nợ khó đòi,Bad debt recoveries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,Net cash from operating activities,4385098000000.0,-1674643000000.0,2862344000000.0,1506258000000.0,-8163415000000.0,19534066000000.0,-5809515000000.0,-5302007000000.0,6253458000000.0,3716830000000.0,797364000000.0,1959151000000.0,3884034000000.0,-1273819000000.0,-12204399000000.0,-478976000000.0,-6954278000000.0,11205114000000.0,17974233000000.0,-9327951000000.0,24407775000000.0,-4019664000000.0,15949913000000.0,19130477000000.0,-21874737000000.0,-2480003000000.0,22147334000000.0,14260693000000.0,13042575000000.0,5985634000000.0,-1685321000000.0,25033667000000.0,-11015276000000.0,-7771212000000.0,19633015000000.0
1,Lưu chuyển tiền từ hoạt động đầu tư,Cash flows from investing activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mua sắm TSCĐ,Purchases of fixed assets and other long term assets,-8830000000.0,-5556000000.0,-51164000000.0,-110265000000.0,-15166000000.0,-28496000000.0,-128196000000.0,-214783000000.0,-10355000000.0,-109638000000.0,-53557000000.0,-84071000000.0,-194696000000.0,-61282000000.0,-157104000000.0,-268085000000.0,-143072000000.0,-337391000000.0,-179617000000.0,-279916000000.0,-112956000000.0,-64703000000.0,-212131000000.0,-720321000000.0,-72509000000.0,-395291000000.0,-128954000000.0,-635604000000.0,-79305000000.0,-200950000000.0,-286413000000.0,-1052218000000.0,-35503000000.0,-271585000000.0,-201513000000.0
2,"Tiền thu được từ thanh lý, nhượng bán tài sản cố định",Proceeds from disposal of fixed assets,195000000.0,271000000.0,376000000.0,4953000000.0,2398000000.0,4437000000.0,-6060000000.0,0.0,21389000000.0,799000000.0,4424000000.0,4816000000.0,358000000.0,4847000000.0,831000000.0,801000000.0,355000000.0,56544000000.0,263000000.0,344000000.0,1824000000.0,417000000.0,802000000.0,41068000000.0,6040000000.0,4379000000.0,9060000000.0,2677000000.0,236000000.0,1436000000.0,229812000000.0,1510044000000.0,345000000.0,1499000000.0,840000000.0
2,"Tiền chi từ thanh lý, nhượng bán TSCĐ",Payments on disposal of fixed assets,-37000000.0,-164000000.0,-516000000.0,0.0,0.0,-8447000000.0,6214000000.0,-69000000.0,-30000000.0,0.0,-154000000.0,-84000000.0,0.0,0.0,-551000000.0,-8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51000000.0,-32000000.0,0.0,0.0,-3000000.0,-2000000.0,0.0,-38000000.0,-1249703000000.0,-43000000.0,-2243000000.0,-673000000.0
2,Mua sắm Bất động sản đầu tư,Purchases of investment properties,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324000000000.0,-324000000000.0,706080000000.0,-706080000000.0,736219000000.0,-736219000000.0,0.0,0.0,0.0,0.0,0.0
2,"Tiền thu từ bán, thanh lý bất động sản đầu tư",Proceeds from disposal of investment properties,0.0,0.0,0.0,0.0,2020000000.0,-2020000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706080000000.0,-706080000000.0,1296447000000.0,0.0,736219000000.0,-736219000000.0,736219000000.0,0.0,0.0,0.0
2,"Tiền chi ra do bán, thanh lý bất động sản đầu tư",Payments on disposal of investment properties,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1278000000.0,737497000000.0,-736219000000.0,0.0,-10283000000.0,10283000000.0
2,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",Investments in other entities,0.0,0.0,0.0,0.0,0.0,894427000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1444000000.0,-53000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-3033432000000.0,0.0,0.0,0.0,0.0,-1278000000.0,-55000000000.0,0.0,0.0,-43283000000.0
2,"Tiền thu từ đầu tư, góp vốn vào các đơn vị khác",Proceeds from divestment in other entities,925180000000.0,300000000.0,0.0,300000000.0,894428000000.0,-894428000000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư góp vốn dài hạn,Dividends and interest received,0.0,0.0,271000000.0,63000000.0,0.0,276000000.0,0.0,-1000000.0,34000000.0,146000000.0,4016000000.0,20000000.0,0.0,39000000.0,150000000.0,4002000000.0,21000000.0,21000000.0,20000000.0,3981000000.0,48000000.0,2292000000.0,6406000000.0,30000000.0,2642000000.0,30000000.0,8451000000.0,23633000000.0,37000000.0,58051000000.0,6406000000.0,67000000.0,43000000.0,31518000000.0,6497000000.0
1,Lưu chuyển tiền thuần từ hoạt động đầu tư,Net cash from investing activities,916508000000.0,-5149000000.0,-51033000000.0,-104949000000.0,883680000000.0,-34251000000.0,-128042000000.0,-214852000000.0,11038000000.0,-108693000000.0,-45271000000.0,-79319000000.0,-194338000000.0,-56396000000.0,-156674000000.0,-263290000000.0,-142696000000.0,-282270000000.0,-179387000000.0,-275591000000.0,-111084000000.0,-61994000000.0,-204923000000.0,-679274000000.0,260141000000.0,-3042234000000.0,-111443000000.0,-18930000000.0,657185000000.0,-142741000000.0,-50233000000.0,-846810000000.0,-35158000000.0,-251094000000.0,-227849000000.0
1,Lưu chuyển tiền từ hoạt động tài chính,Cash flows from financing activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,Proceeds from issue of shares,0.0,0.0,0.0,2099999000000.0,0.0,0.0,0.0,0.0,58201000000.0,-58201000000.0,0.0,35428000000.0,-5000000.0,0.0,0.0,47607000000.0,0.0,0.0,60053000000.0,0.0,1894000000.0,0.0,61343000000.0,1835000000.0,854000000.0,0.0,-854000000.0,52664000000.0,0.0,2253000000.0,0.0,198242000000.0,0.0,1376714000000.0,10730125000000.0
2,Tiền thu từ phát hành giấy tờ có giá dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,Proceeds from issuance of convertible bonds,-8164000000.0,16328000000.0,0.0,2700000000000.0,8631761000000.0,-8631761000000.0,0.0,310000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894000000.0,-1894000000.0,0.0,0.0,854000000.0,-854000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Tiền chi thanh toán giấy tờ có giá dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,Payments for redemption of convertible bonds,0.0,0.0,0.0,0.0,0.0,-1200000000000.0,-1500000000000.0,-310000000000.0,0.0,0.0,-1000000000000.0,-2200000000000.0,0.0,0.0,0.0,-157713000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-700000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",Dividends paid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37079000000.0,0.0,-28007000000.0,0.0,0.0,0.0,0.0,-74648000000.0,0.0,0.0,0.0,0.0,0.0,0.0,854000000.0,0.0,-5140017000000.0,-70238000000.0,0.0,0.0,0.0,0.0
2,Tiền chi ra mua cổ phiếu quỹ,Purchase of treasury shares,0.0,0.0,-4043249000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Tiền thu được do bán cổ phiếu quỹ,Proceeds from selling of treasury shares,0.0,0.0,0.0,0.0,0.0,16349268000000.0,-7761000000.0,57871000000.0,0.0,70338000000.0,0.0,0.0,0.0,0.0,0.0,651000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Lưu chuyển tiền thuần từ hoạt động tài chính,Net cash from financing activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
